Confirmed,Death,Recovered,Full_Vac
329316,2813,317631,0
330275,2820,318292,0
331132,2826,318853,0
332211,2831,319718,0
333296,2840,320663,0
334328,2846,321373,0
334908,2856,321801,0
335933,2864,322929,0
337191,2872,323681,0
338389,2882,324396,0
339968,2886,325255,0
341406,2895,326706,0
342101,2896,327162,0
343826,2909,327749,0
344906,2917,329368,0
346797,2924,330188,0
348285,2932,331055,0
350271,2934,332089,0
352397,2961,333391,0
353269,2969,333900,0
355786,2983,335243,0
357176,2999,337186,0
359506,3004,338418,0
360630,3014,338784,0
365042,3034,341217,0
367975,3050,342985,0
370152,3057,344373,0
372886,3074,345590,0
374760,3099,348107,0
378259,3111,348874,0
382487,3136,351187,0
385022,3150,351876,0
389678,3171,354674,0
394391,3186,357868,0
398664,3210,359984,0
401470,3226,364013,0
407285,3256,366520,0
412398,3292,369118,0
416584,3307,372285,0
423262,3325,376322,0
428510,3356,379910,0
434799,3392,381902,0
441542,3416,388484,0
448173,3445,390817,1
456139,3496,393712,1
463448,3529,398368,1
471048,3552,402913,5
477357,3596,408753,8
485434,3645,412296,30
491319,3671,419907,6016
501073,3704,425004,25253
510063,3771,429929,60892
520060,3817,437790,117706
529814,3870,447076,186461
535049,3910,453127,222344
543499,3959,455698,248321
551689,4005,467017,332777
558249,4044,473310,452990
565629,4080,478665,590521
575842,4181,488158,733922
582869,4245,497347,897888
589028,4266,504590,968810
593961,4341,512702,1022283
597403,4419,524817,1162621
601069,4498,534485,1301794
609656,4513,535717,1427863
621590,4605,542115,1552585
628895,4669,551489,1682881
633991,4700,558019,1747492
638789,4738,561655,1790154
643435,4796,572511,1849497
652246,4816,572978,1884707
659978,4887,582199,1915655
668874,4948,589081,1966925
675618,5001,589488,2024845
680856,5020,590822,2053502
685583,5071,609144,2075642
692101,5121,619100,2144187
696528,5171,623084,2209389
703719,5216,628004,2276670
709729,5257,635960,2348621
714812,5283,644703,2420154
718746,5304,651293,2457563
721846,5351,655292,2487911
724380,5388,663732,2556783
730293,5414,670251,2632271
734575,5441,673681,2710310
738629,5473,681022,2785649
741934,5509,688184,2865143
744513,5526,693503,2903137
744513,5526,693503,2931780
750043,5577,703791,3010124
754998,5596,709394,3090481
759572,5634,712328,3160710
763756,5660,717695,3223582
767726,5687,722308,3288124
770780,5697,725727,3320011
773335,5732,727576,3341139
775807,5752,733184,3396850
779958,5760,735624,3458116
785218,5790,738226,3522638
789485,5803,740941,3589199
793407,5822,746002,3668046
796465,5834,750435,3708367
799727,5856,753081,3733645
801575,5891,758541,3806324
805116,5917,761326,3879406
808262,5933,764220,3955883
811492,5950,768713,4014388
814250,5967,773545,4083273
816198,5980,775675,4124569
817799,5988,775878,4149751
818977,6011,785342,4223579
820913,6030,787893,4301633
822703,6048,790340,4372988
824178,6057,793723,4431820
825562,6069,798096,4489785
826609,6073,800514,4517653
827220,6082,802123,4532879
827772,6092,805455,4573243
828764,6109,807653,4613613
829689,6122,808869,4620768
830028,6154,811008,4667117
830845,6163,813014,4702372
831383,6165,814505,4715588
831383,6165,814505,4719788
831924,6185,816218,4724336
832125,6197,817698,4754192
832639,6193,818558,4776424
833105,6209,819665,4795674
833456,6220,820703,4814141
833707,6220,820906,4822105
834070,6236,821748,4824983
834247,6243,822787,4847699
834603,6248,823330,4868780
834920,6257,823732,4885334
835216,6266,824160,4900424
835486,6279,824748,4917171
835674,6280,825195,4923224
835813,6292,825519,4926653
835933,6296,826205,4940747
836158,6304,826494,4953770
836334,6309,826768,4958550
836590,6312,827562,4963660
836902,6315,827934,4964073
836936,6316,828235,4970531
836883,6331,827966,4972443
837047,6335,828488,4979794
837218,6341,828686,4986763
837357,6345,828902,4993447
837492,6346,829127,5000347
837807,6346,829424,5007814
837892,6346,829696,5011046
837974,6350,829811,5012258
838024,6352,829983,5019083
838107,6353,830088,5026807
838217,6359,830205,5033222
838323,6361,830374,5040317
838407,6362,830530,5047401
838481,6363,830625,5050402
838481,6363,830625,5051222
838554,6366,830878,5057175
838621,6367,830995,5062806
838697,6369,831090,5067335
838767,6370,831218,5071200
838828,6374,831279,5074122
838858,6375,831380,5076404
838886,6376,831432,5076827
838894,6377,831576,5081452
838957,6378,831605,5085974
839000,6378,831686,5089613
839030,6379,831774,5092708
839059,6379,831836,5096183
839079,6380,831898,5097516
839118,6381,831929,5097689
839119,6382,832020,5098823
839159,6389,832041,5099581
839167,6392,832104,5104379
839221,6395,832180,5109255
839263,6396,832243,5112970
839290,6397,832279,5114193
839308,6397,832299,5114516
839319,6404,832364,5117641
839367,6406,832391,5121103
839389,6406,832414,5123540
839408,6406,832457,5125864
839420,6406,832490,5128808
839433,6407,832525,5130048
839453,6407,832539,5130209
839458,6411,832591,5132056
839475,6412,832607,5134003
839511,6413,832635,5135669
839517,6415,832680,5137102
839532,6416,832812,5138393
839539,6417,832817,5138939
839566,6418,832826,5139005
839571,6418,832826,5139878
839585,6418,832876,5140545
839585,6418,832876,5141563
839585,6418,832876,5142691
839630,6428,832895,5143813
839653,6428,832905,5144219
839661,6428,832909,5144308
839666,6430,832931,5145473
839690,6428,832947,5146822
839701,6428,832949,5148003
839720,6428,832958,5148832
839747,6427,832968,5149841
839769,6427,833000,5150173
839830,6427,833012,5150251
839867,6427,833038,5151462
839990,6427,833062,5152517
840079,6428,833070,5153425
840225,6428,833087,5154529
840444,6429,833108,5155831
840638,6429,833121,5156598
840823,6429,833133,5156708
840888,6429,833169,5160003
841196,6429,833228,5163474
841486,6429,833293,5166994
841777,6429,833362,5170178
842067,6429,833496,5173367
842371,6429,833623,5174766
842648,6429,833690,5175004
842969,6428,833946,5178072
843465,6429,834111,5180939
843892,6429,834257,5184130
844378,6429,834500,5186628
844989,6432,834790,5189289
845379,6434,835048,5190592
845811,6435,835164,5190895
846134,6438,835588,5193655
846327,6438,835688,5197151
847602,6440,836185,5202387
848322,6441,836556,5209706
